test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_004271	XLOC_004271	DKFZp779M0652	chr11:45792982-45793909	hepg2_hr2	hepg2_hr3	NOTEST	0.0698193	0	-inf	0	1	1	no
XLOC_004272	XLOC_004272	SLC35C1	chr11:45825622-45834567	hepg2_hr2	hepg2_hr3	OK	6.91961	7.08029	0.0331173	0.154045	0.876	0.999565	no
XLOC_004273	XLOC_004273	CRY2	chr11:45868668-45904823	hepg2_hr2	hepg2_hr3	OK	4.07762	3.8638	-0.07771	-0.352387	0.71915	0.999565	no
XLOC_004274	XLOC_004274	MAPK8IP1	chr11:45907201-45940363	hepg2_hr2	hepg2_hr3	OK	1.97432	1.68752	-0.226447	-0.591613	0.5427	0.999565	no
XLOC_004275	XLOC_004275	GYLTL1B	chr11:45943195-46143050	hepg2_hr2	hepg2_hr3	OK	4.91671	3.68766	-0.414989	-1.29431	0.18995	0.999565	no
XLOC_004276	XLOC_004276	CREB3L1	chr11:46299227-46342972	hepg2_hr2	hepg2_hr3	NOTEST	0.0125884	0.0150333	0.256071	0	1	1	no
XLOC_004277	XLOC_004277	DGKZ,MDK	chr11:46354454-46405375	hepg2_hr2	hepg2_hr3	OK	325.975	300.885	-0.11555	-0.560191	0.56415	0.999565	no
XLOC_004278	XLOC_004278	MIR3160-2	chr11:46417960-46616514	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004279	XLOC_004279	ATG13	chr11:46620890-46696368	hepg2_hr2	hepg2_hr3	OK	17.2942	17.3491	0.00457595	0.0222962	0.98265	0.999565	no
XLOC_004280	XLOC_004280	ZNF408	chr11:46722316-46727466	hepg2_hr2	hepg2_hr3	OK	6.37023	5.49512	-0.213196	-0.950663	0.32955	0.999565	no
XLOC_004281	XLOC_004281	F2	chr11:46740548-46867980	hepg2_hr2	hepg2_hr3	OK	145.325	138.553	-0.0688478	-0.270571	0.7768	0.999565	no
XLOC_004282	XLOC_004282	-	chr11:46876468-46940173	hepg2_hr2	hepg2_hr3	NOTEST	0	0.129644	inf	0	1	1	no
XLOC_004283	XLOC_004283	C11orf49	chr11:46958250-47209297	hepg2_hr2	hepg2_hr3	OK	12.0573	11.14	-0.114156	-0.127853	0.8856	0.999565	no
XLOC_004284	XLOC_004284	DDB2	chr11:47236014-47351584	hepg2_hr2	hepg2_hr3	OK	27.73	25.6739	-0.111143	-0.352389	0.7215	0.999565	no
XLOC_004285	XLOC_004285	MADD,NR1H3	chr11:47236014-47351584	hepg2_hr2	hepg2_hr3	OK	16.9259	18.1255	0.0987864	0.277149	0.77875	0.999565	no
XLOC_004286	XLOC_004286	SLC39A13	chr11:47429831-47438351	hepg2_hr2	hepg2_hr3	OK	7.44047	7.61482	0.0334157	0.152548	0.8804	0.999565	no
XLOC_004287	XLOC_004287	RAPSN	chr11:47459171-47472619	hepg2_hr2	hepg2_hr3	NOTEST	0	0.189622	inf	0	1	1	no
XLOC_004288	XLOC_004288	PTPMT1	chr11:47586313-47606115	hepg2_hr2	hepg2_hr3	OK	15.571	16.0105	0.0401524	0.121613	0.9035	0.999565	no
XLOC_004289	XLOC_004289	NDUFS3	chr11:47586313-47606115	hepg2_hr2	hepg2_hr3	OK	64.7349	67.7053	0.0647266	0.233848	0.8103	0.999565	no
XLOC_004290	XLOC_004290	FAM180B	chr11:47608229-47610746	hepg2_hr2	hepg2_hr3	NOTEST	0.106439	0.193604	0.863082	0	1	1	no
XLOC_004291	XLOC_004291	PTPRJ	chr11:48002082-48192394	hepg2_hr2	hepg2_hr3	OK	0.95381	1.11034	0.21923	0.763977	0.4308	0.999565	no
XLOC_004292	XLOC_004292	OR4B1	chr11:48238361-48239291	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004293	XLOC_004293	OR4X2	chr11:48266655-48267567	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004294	XLOC_004294	OR4X1	chr11:48285412-48286330	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004295	XLOC_004295	OR4S1	chr11:48327774-48328704	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004296	XLOC_004296	OR4C3	chr11:48346492-48347482	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004297	XLOC_004297	OR4A47	chr11:48510344-48511274	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004298	XLOC_004298	LOC440040	chr11:49580079-49831969	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004299	XLOC_004299	OR4C13	chr11:49973942-49974971	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004300	XLOC_004300	LOC646813	chr11:50368317-50379802	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004301	XLOC_004301	OR4C46	chr11:51515281-51516211	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004302	XLOC_004302	TRIM48	chr11:55029657-55038595	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004303	XLOC_004303	OR4A16	chr11:55110676-55111663	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004304	XLOC_004304	OR4A15	chr11:55135359-55136394	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004305	XLOC_004305	OR4C15	chr11:55321782-55322895	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004306	XLOC_004306	OR4C16	chr11:55339603-55340536	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004307	XLOC_004307	OR4P4	chr11:55405833-55406772	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004308	XLOC_004308	OR4S2	chr11:55418379-55419315	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004309	XLOC_004309	OR4C6	chr11:55432642-55433572	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004310	XLOC_004310	OR5D13	chr11:55540913-55541858	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004311	XLOC_004311	OR5D14	chr11:55563031-55563976	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004312	XLOC_004312	OR5L1	chr11:55578942-55579878	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004313	XLOC_004313	OR5D18	chr11:55587105-55588047	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004314	XLOC_004314	OR5L2	chr11:55594694-55595630	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004315	XLOC_004315	OR5D16	chr11:55606227-55607214	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004316	XLOC_004316	SPRYD5	chr11:55650772-55659284	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004317	XLOC_004317	OR5AS1	chr11:55797894-55798869	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004318	XLOC_004318	OR8I2	chr11:55860783-55861716	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004319	XLOC_004319	OR8H2	chr11:55872518-55873457	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004320	XLOC_004320	OR8H3	chr11:55889848-55890787	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004321	XLOC_004321	OR5J2	chr11:55944093-55945032	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004322	XLOC_004322	OR5T3	chr11:56019675-56020698	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004323	XLOC_004323	OR5T1	chr11:56043114-56044095	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004324	XLOC_004324	OR8K3	chr11:56085782-56086721	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004325	XLOC_004325	OR8K1	chr11:56113514-56114474	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004326	XLOC_004326	OR8J1	chr11:56127722-56128673	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004327	XLOC_004327	OR8U1,OR8U8	chr11:56143099-56508560	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004328	XLOC_004328	OR5AR1	chr11:56143099-56508560	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004329	XLOC_004329	OR9G1	chr11:56143099-56508560	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004330	XLOC_004330	OR5AK2	chr11:56756388-56757318	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004331	XLOC_004331	OR5AK4P	chr11:56805008-56805935	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004332	XLOC_004332	LRRC55	chr11:56949220-56959188	hepg2_hr2	hepg2_hr3	NOTEST	0.00760718	0	-inf	0	1	1	no
XLOC_004333	XLOC_004333	P2RX3	chr11:57105948-57137549	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004334	XLOC_004334	RTN4RL2	chr11:57227858-57245178	hepg2_hr2	hepg2_hr3	OK	2.12306	2.42479	0.191713	0.593858	0.5381	0.999565	no
XLOC_004335	XLOC_004335	SMTNL1	chr11:57295935-57317747	hepg2_hr2	hepg2_hr3	NOTEST	0.0112597	0.0189375	0.750075	0	1	1	no
XLOC_004336	XLOC_004336	SERPING1	chr11:57365026-57382326	hepg2_hr2	hepg2_hr3	OK	4.16426	3.78546	-0.137591	-0.53768	0.58155	0.999565	no
XLOC_004337	XLOC_004337	MIR130A	chr11:57406089-57417417	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004338	XLOC_004338	MIR130A	chr11:57406089-57417417	hepg2_hr2	hepg2_hr3	NOTEST	0.100891	0.146124	0.534398	0	1	1	no
XLOC_004339	XLOC_004339	CLP1	chr11:57425215-57429337	hepg2_hr2	hepg2_hr3	OK	9.77672	9.27492	-0.0760153	-0.339464	0.73145	0.999565	no
XLOC_004340	XLOC_004340	ZDHHC5	chr11:57435473-57468659	hepg2_hr2	hepg2_hr3	OK	16.7382	16.2652	-0.0413566	-0.207472	0.8362	0.999565	no
XLOC_004341	XLOC_004341	C11orf31,CTNND1,TMX2	chr11:57471171-57586699	hepg2_hr2	hepg2_hr3	OK	130.197	135.142	0.0537838	0.224189	0.8191	0.999565	no
XLOC_004342	XLOC_004342	OR9Q1	chr11:57791352-57949038	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004343	XLOC_004343	OR6Q1	chr11:57791352-57949038	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004344	XLOC_004344	OR9Q2	chr11:57957905-57958990	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004345	XLOC_004345	OR1S1	chr11:57982216-57983194	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004346	XLOC_004346	CNTF,ZFP91	chr11:58294287-58396268	hepg2_hr2	hepg2_hr3	OK	17.4914	18.3132	0.0662426	0.326967	0.7428	0.999565	no
XLOC_004347	XLOC_004347	GLYATL1	chr11:58695102-58825925	hepg2_hr2	hepg2_hr3	OK	0.444784	0.47132	0.0836001	0.144985	0.8674	0.999565	no
XLOC_004348	XLOC_004348	FAM111B	chr11:58863178-58895886	hepg2_hr2	hepg2_hr3	OK	9.04326	9.56539	0.080981	0.38097	0.69545	0.999565	no
XLOC_004349	XLOC_004349	FAM111A	chr11:58907639-58922517	hepg2_hr2	hepg2_hr3	OK	7.28997	7.48932	0.038921	0.17467	0.85955	0.999565	no
XLOC_004350	XLOC_004350	DTX4	chr11:58939811-58980494	hepg2_hr2	hepg2_hr3	OK	3.51608	3.13861	-0.16384	-0.745947	0.4464	0.999565	no
XLOC_004351	XLOC_004351	OR5AN1	chr11:59131931-59132867	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004352	XLOC_004352	OR5A1	chr11:59210641-59211589	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004353	XLOC_004353	OR4D6	chr11:59224433-59225378	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004354	XLOC_004354	OR4D10	chr11:59244902-59245838	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004355	XLOC_004355	OR4D11	chr11:59271048-59271984	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004356	XLOC_004356	OR4D9	chr11:59282385-59283330	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004357	XLOC_004357	STX3	chr11:59521682-59573468	hepg2_hr2	hepg2_hr3	OK	13.4596	13.3915	-0.00731034	-0.0367228	0.9695	0.999565	no
XLOC_004358	XLOC_004358	PLAC1L	chr11:59807747-59815516	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004359	XLOC_004359	MS4A3	chr11:59824100-59838588	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004360	XLOC_004360	MS4A2	chr11:59856136-59865940	hepg2_hr2	hepg2_hr3	NOTEST	0.0140005	0.0462651	1.72445	0	1	1	no
XLOC_004361	XLOC_004361	MS4A4A	chr11:60048138-60076445	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004362	XLOC_004362	MS4A6E	chr11:60102354-60108441	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004363	XLOC_004363	MS4A7	chr11:60145957-60163426	hepg2_hr2	hepg2_hr3	NOTEST	0.0400654	0.0643726	0.68409	0	1	1	no
XLOC_004364	XLOC_004364	MS4A14	chr11:60163486-60185228	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004365	XLOC_004365	MS4A5	chr11:60197061-60215265	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004366	XLOC_004366	MS4A1	chr11:60223281-60238225	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004367	XLOC_004367	MS4A12	chr11:60260250-60274901	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004368	XLOC_004368	MS4A13	chr11:60282885-60310191	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004369	XLOC_004369	C11orf64	chr11:60383223-60454621	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004370	XLOC_004370	MS4A8B	chr11:60467046-60483285	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004371	XLOC_004371	MS4A15	chr11:60524339-60544204	hepg2_hr2	hepg2_hr3	NOTEST	0.0238568	0	-inf	0	1	1	no
XLOC_004372	XLOC_004372	MS4A10	chr11:60552820-60568778	hepg2_hr2	hepg2_hr3	NOTEST	0.0189998	0.022282	0.229894	0	1	1	no
XLOC_004373	XLOC_004373	CCDC86	chr11:60609428-60623444	hepg2_hr2	hepg2_hr3	OK	28.3531	28.2351	-0.00601908	-0.0286384	0.97535	0.999565	no
XLOC_004374	XLOC_004374	ZP1	chr11:60635014-60643188	hepg2_hr2	hepg2_hr3	NOTEST	0.135358	0	-inf	0	1	1	no
XLOC_004375	XLOC_004375	TMEM109	chr11:60681093-60690916	hepg2_hr2	hepg2_hr3	OK	9.95858	10.1099	0.0217502	0.100549	0.91455	0.999565	no
XLOC_004376	XLOC_004376	TMEM132A	chr11:60691679-60720061	hepg2_hr2	hepg2_hr3	OK	8.79587	9.01325	0.0352209	0.16668	0.86635	0.999565	no
XLOC_004377	XLOC_004377	CD6	chr11:60739114-60787848	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004378	XLOC_004378	CD5	chr11:60869929-60895323	hepg2_hr2	hepg2_hr3	NOTEST	0.010742	0	-inf	0	1	1	no
XLOC_004379	XLOC_004379	PGA3	chr11:60970983-60980350	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004380	XLOC_004380	PGA4	chr11:60989820-60999179	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004381	XLOC_004381	PGA5	chr11:61008643-61018929	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0329974	inf	0	1	1	no
XLOC_004382	XLOC_004382	DAK	chr11:61066918-61139763	hepg2_hr2	hepg2_hr3	OK	29.9636	28.1938	-0.0878282	-0.21356	0.83275	0.999565	no
XLOC_004383	XLOC_004383	TMEM138	chr11:61066918-61139763	hepg2_hr2	hepg2_hr3	OK	12.2163	12.7723	0.0642046	0.0661398	0.94415	0.999565	no
XLOC_004384	XLOC_004384	TMEM216	chr11:61159785-61166373	hepg2_hr2	hepg2_hr3	OK	12.9352	13.3863	0.0494523	0.216974	0.8277	0.999565	no
XLOC_004385	XLOC_004385	SDHAF2	chr11:61197510-61241099	hepg2_hr2	hepg2_hr3	OK	28.9342	31.1004	0.104158	0.497557	0.61445	0.999565	no
XLOC_004386	XLOC_004386	C11orf66	chr11:61248584-61258400	hepg2_hr2	hepg2_hr3	NOTEST	0.0439876	0.109514	1.31594	0	1	1	no
XLOC_004387	XLOC_004387	LRRC10B	chr11:61276271-61278490	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004388	XLOC_004388	-	chr11:61281249-61366277	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004389	XLOC_004389	-	chr11:61372878-61374981	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004390	XLOC_004390	RPLP0P2	chr11:61382507-61408496	hepg2_hr2	hepg2_hr3	NOTEST	0.121436	0.17868	0.557187	0	1	1	no
XLOC_004391	XLOC_004391	DAGLA	chr11:61447847-61514574	hepg2_hr2	hepg2_hr3	OK	4.69825	4.43235	-0.0840523	-0.402529	0.6782	0.999565	no
XLOC_004392	XLOC_004392	C11orf9	chr11:61520058-61556491	hepg2_hr2	hepg2_hr3	OK	8.6239	8.37783	-0.0417643	-0.203463	0.8357	0.999565	no
XLOC_004393	XLOC_004393	FEN1	chr11:61560149-61564710	hepg2_hr2	hepg2_hr3	OK	29.8393	29.9504	0.00535949	0.0268953	0.98035	0.999565	no
XLOC_004394	XLOC_004394	FADS2	chr11:61564836-61634904	hepg2_hr2	hepg2_hr3	OK	25.6617	25.5109	-0.00850406	-0.0241846	0.9796	0.999565	no
XLOC_004395	XLOC_004395	BEST1	chr11:61717310-61740577	hepg2_hr2	hepg2_hr3	NOTEST	0.171129	0.20652	0.271202	0	1	1	no
XLOC_004396	XLOC_004396	INCENP	chr11:61891296-61923040	hepg2_hr2	hepg2_hr3	OK	6.41355	6.28628	-0.0289155	-0.135972	0.8906	0.999565	no
XLOC_004397	XLOC_004397	SCGB1D1	chr11:61957709-61961009	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004398	XLOC_004398	SCGB2A1	chr11:61976139-61981411	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004399	XLOC_004399	SCGB1D2	chr11:62009723-62012280	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004400	XLOC_004400	SCGB2A2	chr11:62037629-62040628	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004401	XLOC_004401	ASRGL1	chr11:62104773-62160969	hepg2_hr2	hepg2_hr3	OK	14.1949	14.9672	0.0764362	0.367178	0.7038	0.999565	no
XLOC_004402	XLOC_004402	-	chr11:62177879-62184328	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004403	XLOC_004403	SCGB1A1	chr11:62186506-62190678	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004404	XLOC_004404	ROM1	chr11:62360659-62382692	hepg2_hr2	hepg2_hr3	OK	0.732922	0.636864	-0.202673	-0.103324	0.8786	0.999565	no
XLOC_004405	XLOC_004405	C11orf83,METTL12	chr11:62430288-62442691	hepg2_hr2	hepg2_hr3	OK	34.2337	9.81468	-1.8024	-1.07061	0.0933	0.999565	no
XLOC_004406	XLOC_004406	GNG3	chr11:62457744-62506687	hepg2_hr2	hepg2_hr3	OK	1.05934	0.889295	-0.252426	-0.102985	0.7816	0.999565	no
XLOC_004407	XLOC_004407	TTC9C	chr11:62457744-62506687	hepg2_hr2	hepg2_hr3	OK	12.4219	12.6066	0.0213003	0.0338073	0.9731	0.999565	no
XLOC_004408	XLOC_004408	POLR2G	chr11:62528958-62534754	hepg2_hr2	hepg2_hr3	OK	57.2468	61.1235	0.094532	0.456561	0.6473	0.999565	no
XLOC_004409	XLOC_004409	TAF6L,TMEM179B	chr11:62538483-62599630	hepg2_hr2	hepg2_hr3	OK	22.0131	19.7206	-0.158661	-0.342846	0.72215	0.999565	no
XLOC_004410	XLOC_004410	SLC3A2	chr11:62623478-62656355	hepg2_hr2	hepg2_hr3	OK	145.306	140.945	-0.043962	-0.227727	0.8091	0.999565	no
XLOC_004411	XLOC_004411	SLC22A10	chr11:63057429-63079246	hepg2_hr2	hepg2_hr3	NOTEST	0.242381	0.0902326	-1.42555	0	1	1	no
XLOC_004412	XLOC_004412	SLC22A9	chr11:63137166-63180624	hepg2_hr2	hepg2_hr3	OK	2.47261	2.53731	0.0372641	0.132996	0.8912	0.999565	no
XLOC_004413	XLOC_004413	LGALS12	chr11:63273523-63284246	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004414	XLOC_004414	RARRES3	chr11:63304272-63313930	hepg2_hr2	hepg2_hr3	OK	0.529947	0.704152	0.410037	0.530675	0.61775	0.999565	no
XLOC_004415	XLOC_004415	RTN3	chr11:63448921-63527363	hepg2_hr2	hepg2_hr3	OK	36.044	39.6964	0.139248	0.693187	0.48205	0.999565	no
XLOC_004416	XLOC_004416	C11orf84	chr11:63580865-63596586	hepg2_hr2	hepg2_hr3	OK	15.1311	15.6775	0.0511805	0.24603	0.80905	0.999565	no
XLOC_004417	XLOC_004417	MARK2	chr11:63606225-63678601	hepg2_hr2	hepg2_hr3	OK	8.62519	7.99561	-0.109348	-0.523357	0.59795	0.999565	no
XLOC_004418	XLOC_004418	NAA40	chr11:63706241-63726764	hepg2_hr2	hepg2_hr3	OK	11.731	11.3159	-0.0519729	-0.246606	0.8007	0.999565	no
XLOC_004419	XLOC_004419	COX8A	chr11:63742078-63744015	hepg2_hr2	hepg2_hr3	OK	281.918	277.456	-0.0230184	-0.116497	0.9037	0.999565	no
XLOC_004420	XLOC_004420	OTUB1	chr11:63752991-63937717	hepg2_hr2	hepg2_hr3	OK	29.7337	29.8063	0.00351632	0.015337	0.98755	0.999565	no
XLOC_004421	XLOC_004421	FLRT1	chr11:63752991-63937717	hepg2_hr2	hepg2_hr3	NOTEST	0.418839	0.426112	0.0248378	0	1	1	no
XLOC_004422	XLOC_004422	-	chr11:63752991-63937717	hepg2_hr2	hepg2_hr3	NOTEST	0.235814	0.186775	-0.33635	0	1	1	no
XLOC_004423	XLOC_004423	STIP1	chr11:63953586-63972020	hepg2_hr2	hepg2_hr3	OK	87.0906	82.6734	-0.0750932	-0.388864	0.6885	0.999565	no
XLOC_004424	XLOC_004424	FERMT3	chr11:63974151-64001764	hepg2_hr2	hepg2_hr3	NOTEST	0.0775299	0.142424	0.877371	0	1	1	no
XLOC_004425	XLOC_004425	DNAJC4,NUDT22	chr11:63974151-64001764	hepg2_hr2	hepg2_hr3	OK	21.304	19.4036	-0.134804	-0.484636	0.6213	0.999565	no
XLOC_004426	XLOC_004426	VEGFB	chr11:64001850-64006267	hepg2_hr2	hepg2_hr3	OK	10.1833	9.34244	-0.124335	-0.524748	0.59125	0.999565	no
XLOC_004427	XLOC_004427	FKBP2	chr11:64008412-64011607	hepg2_hr2	hepg2_hr3	OK	32.9212	31.9428	-0.0435249	-0.198761	0.83795	0.999565	no
XLOC_004428	XLOC_004428	-	chr11:64011950-64037093	hepg2_hr2	hepg2_hr3	NOTEST	0.1206	0.0719872	-0.744417	0	1	1	no
XLOC_004429	XLOC_004429	PLCB3	chr11:64011950-64037093	hepg2_hr2	hepg2_hr3	OK	3.74064	3.84081	0.0381281	0.10394	0.9142	0.999565	no
XLOC_004430	XLOC_004430	GPR137	chr11:64037299-64056972	hepg2_hr2	hepg2_hr3	OK	8.76745	7.39493	-0.245621	-0.845927	0.3897	0.999565	no
XLOC_004431	XLOC_004431	KCNK4	chr11:64058792-64067503	hepg2_hr2	hepg2_hr3	NOTEST	0.0213137	0.0254642	0.25669	0	1	1	no
XLOC_004432	XLOC_004432	C11orf20,ESRRA	chr11:64067862-64089283	hepg2_hr2	hepg2_hr3	OK	18.4491	18.1587	-0.0228911	-0.0505546	0.96145	0.999565	no
XLOC_004433	XLOC_004433	PRDX5	chr11:64067862-64089283	hepg2_hr2	hepg2_hr3	OK	150.962	153.01	0.0194413	0.0717161	0.93985	0.999565	no
XLOC_004434	XLOC_004434	CCDC88B	chr11:64107689-64125125	hepg2_hr2	hepg2_hr3	OK	0.45691	0.43692	-0.0645417	-0.162414	0.8674	0.999565	no
XLOC_004435	XLOC_004435	RPS6KA4	chr11:64126261-64139687	hepg2_hr2	hepg2_hr3	OK	8.4627	7.63277	-0.148912	-0.705247	0.47405	0.999565	no
XLOC_004436	XLOC_004436	MIR1237	chr11:64126261-64139687	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_004437	XLOC_004437	SLC22A11	chr11:64323097-64338999	hepg2_hr2	hepg2_hr3	OK	0.763943	1.0358	0.439204	1.02309	0.2912	0.999565	no
XLOC_004438	XLOC_004438	SLC22A12	chr11:64358281-64369820	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0135857	inf	0	1	1	no
XLOC_004439	XLOC_004439	PPP2R5B	chr11:64691684-64703360	hepg2_hr2	hepg2_hr3	OK	1.95849	2.09391	0.0964603	0.297374	0.75925	0.999565	no
XLOC_004440	XLOC_004440	ARL2,SNX15	chr11:64780940-64808044	hepg2_hr2	hepg2_hr3	OK	51.8771	50.8172	-0.0297821	-0.140551	0.88655	0.999565	no
XLOC_004441	XLOC_004441	SAC3D1	chr11:64808369-64828575	hepg2_hr2	hepg2_hr3	OK	26.0838	23.8013	-0.132111	-0.488748	0.6167	0.999565	no
XLOC_004442	XLOC_004442	ZFPL1	chr11:64851693-64855874	hepg2_hr2	hepg2_hr3	OK	16.5349	14.9025	-0.149962	-0.691225	0.48215	0.999565	no
XLOC_004443	XLOC_004443	C11orf2,TM7SF2	chr11:64863592-64885170	hepg2_hr2	hepg2_hr3	OK	61.6393	58.3944	-0.0780197	-0.343072	0.72935	0.999565	no
